ID,RequirementText,Human_Functional (F),Human_Availability (A),Human_Fault Tolerance (FT),Human_Legal (L),Human_Look & Feel (LF),Human_Maintainability (MN),Human_Operability (O),Human_Performance (PE),Human_Portability (PO),Human_Scalability (SC),Human_Security (SE),Human_Usability (US)
6089,The user shall be able to select the Subject from a drop-down box for the class.,1,0,0,0,0,0,0,0,0,0,0,1
5466,Restaurants shall receive acknowledgment from delivery boys.,1,0,0,0,0,0,0,0,0,0,0,0
3045,Management Processes shall operate on a Linux or Solaris server.,0,0,0,0,0,0,1,0,1,0,0,0
9302,User shall expect the Big Basket server to be operational 24*7 without any interruptions.,0,1,0,0,0,0,0,0,0,0,0,0
7536,The system shall integrate with Symplectic Elements for bidirectional communication (if needed).,0,0,0,0,0,0,1,0,0,0,0,0
8556,Users shall be limited to three attempts to enter their password.,0,0,0,0,0,0,0,0,0,0,1,0
4476,The user will be able to end the game at any stage of the game.,1,0,0,0,0,0,0,0,0,0,0,0
8452,"User shall have a login screen to enter username, pin, and account number.",1,0,0,0,0,0,0,0,0,0,1,1
6818,"The system shall define data formats for cells (e.g., currency, percentages, dates) and enforce those formats.",1,0,0,0,0,0,0,0,0,0,0,0
3066,"System provides a user-friendly interface for designing queries against all record types. Staff can select fields to query; select values from picklist of possible values; select regular expressions from drop-down menu, and use a full range of Boolean operators. Administrators control staff access to tables and fields.",1,0,0,0,0,0,0,0,0,0,1,1
3529,The system only allows users to change their own passwords.,1,0,0,0,0,0,0,0,0,0,1,0
7367,The system shall allow inspection staff to create inspections.,1,0,0,0,0,0,0,0,0,0,0,0
287,The product shall prevent the input of malicious data. The product and/or adjacent hardware/software systems92 data shall remain 100% uncorrupted each time malicious data is input into the product.,0,0,0,0,0,0,0,0,0,0,1,0
4149,"The system shall be able to delete a restaurant owner upon administrator confirmation, also removing all associated restaurant information.",1,0,0,0,0,0,0,0,0,0,0,0
8199,"Upon initialization, system shall turn off all heating and cooling units and check thermostat settings.",1,0,0,0,0,0,0,0,0,0,0,0
1964,The system shall be capable of supporting multiple cost and deterioration models.,1,0,0,0,0,0,0,0,0,0,0,0
2349,The DUAP System shall store DUAP system configuration data.,1,0,0,0,0,0,0,0,0,0,0,0
6042,The user shall be able to submit their school start date.,1,0,0,0,0,0,0,0,0,0,0,0
170,For any systematic (non-user initiated) action that occurs on a case such as the disputes aging process a case activity will be generated. Upon the next logon the user that initiated the dispute case must be notified that a systematic action has occurred on the dispute case.,1,0,0,0,0,0,0,0,0,0,0,0
268,Product installations and upgrades shall be handled by the middleware technology team within established launch time frames.,0,0,0,0,0,1,0,0,0,0,0,0
9616,"The system shall provide emergency communication options, including an emergency phone inside and outside the cabin.",1,0,0,0,0,0,0,0,0,0,0,0
4478,"If a user leaves the game prematurely, a new CO is created on another user's machine to fill their place.",1,0,0,0,0,0,0,0,0,0,0,0
1143,Web interface should use clear and consistence terminology in such a way that user; with basic experience on internet and office; find the application easy to use.,0,0,0,0,0,0,0,0,0,0,0,1
5825,Premium Users shall be permitted to make up to 66 calls per day.,1,0,0,0,0,0,0,1,0,0,0,0
5207,System shall use the current stock value in calculations.,1,0,0,0,0,0,0,0,0,0,0,0
9069,System shall check if the entered password is valid for the specified cash card.,1,0,0,0,0,0,0,0,0,0,1,0
316,The product shall allow for customization of start page and views preferences.,1,0,0,0,0,0,0,0,0,0,0,1
7375,The system shall be available and accessible to users most of the time.,0,1,0,0,0,0,0,0,0,0,0,0
3017,The system provides reports of missing and damaged items per branch.,1,0,0,0,0,0,0,0,0,0,0,0
6845,The system shall allow users to preview forms before publishing.,1,0,0,0,0,0,0,0,0,0,0,0
246,Users shall feel satisfied using the product. 85% of all users will be satisfied with the product.,0,0,0,0,0,0,0,0,0,0,0,1
1035,The system should support secure virtual private network connections;,1,0,0,0,0,0,0,0,0,0,1,0
3079,National and local political commitments and service-level agreements MUST ensure that consensuses on roles and responsibilities are built with regard to this solution and in particular the National Service Providers who delivers attestations on demand.,0,0,0,0,0,0,1,0,0,0,0,0
8865,User shall view their progress within the game through graphics and stats generated by the application.,1,0,0,0,1,0,0,0,0,0,0,0
5710,Admin shall be able to manage companies.,1,0,0,0,0,0,0,0,0,0,0,0
